File;UUID;English;Russian
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheSavage_B_DisplayName;The Savage;Дикарь
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheSavage_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>...Higher intelligence, wide sympathies, a singleness of purpose.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wendigo_E_DisplayName;Wendigo;Вендиго
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wendigo_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Eternal hunger.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_C_DisplayName;Prismatic Barrier;Радужный Барьер
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Saffel's prize.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_E_DisplayName;The Leper;Проказа
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Your flesh rejects you.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Convergence_E_DisplayName;Convergence;Конвергенция
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Convergence_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Focus.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Urgency_C_DisplayName;Urgency;Срочность
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Urgency_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Do it.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_EmpyreanVestments_E_DisplayName;Empyrean Vestments;Небесные Облачения
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_EmpyreanVestments_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Immutable as destiny.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Furin_A_DisplayName;Furin's Street Sweeper;
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Furin_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>To crush your enemies, see them driven before you, and to hear the lamentations of their women.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Mountain_B_DisplayName;Mountain;Гора
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Mountain_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Blunt your blades. Shatter your axes. The mountain does not yield.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Hibernaculum_C_DisplayName;Hibernaculum;Берлога
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Hibernaculum_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Winter is coming.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheChthonian_C_DisplayName;The Chthonian;Хтоник
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheChthonian_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Animal Kingdom, bitch!";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ouroboros_C_DisplayName;Ouroboros;Уроборос
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ouroboros_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>One is all.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_D_DisplayName;Patience;Терпение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>He who strikes last, strikes hardest.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Vertigo_C_DisplayName;Vertigo;Головокружение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Vertigo_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I'll put it on your tab.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfConviction_C_DisplayName;Rod of Conviction;Жезл Убеждения
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfConviction_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I am the captain of my soul.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_E_DisplayName;Patience;Терпение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>He who strikes last, strikes hardest.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_A_DisplayName;Pariah;Изгой
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Your hate makes me stronger.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfCommand_E_DisplayName;Rod of Command;Жезл Приказов
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfCommand_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Spare the rod, spoil the child.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLocust_C_DisplayName;The Locust;Саранча
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLocust_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Float like a butterfly, sting like an asshole.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_C_DisplayName;Arcturus;Арктур
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal refuge.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zeal_C_DisplayName;Zeal;Рвение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zeal_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>The smoke of reason cannot blear the eye of devotion.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wraith_A_DisplayName;Wraith;Тень
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wraith_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Just as you escape, I have arrived.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfCommand_D_DisplayName;Rod of Command;Жезл Приказов
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfCommand_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Spare the rod, spoil the child.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Lodestone_C_DisplayName;Lodestone;Магнетит
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Lodestone_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>It always points north. And south. And east. And west.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_C_DisplayName;Abyss;Бездна
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Older than darkness, crueler than time.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_A_DisplayName;Expedition;Приключение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I'm looking for someone to share in an adventure.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AngelsEgg_D_DisplayName;Angel's Egg;Яйцо Ангела
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AngelsEgg_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Keep precious things inside you or you will lose them.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_B_DisplayName;The Cannibal;Людоед
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>It is important always to try new things.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Marauder_E_DisplayName;Marauder;Мародёр
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Marauder_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Get in. Get out. Grab everything that you can carry; kill anyone in the way.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_E_DisplayName;Pariah;Изгой
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Your hate makes me stronger.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_D_DisplayName;The Cannibal;Людоед
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>It is important always to try new things.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_B_DisplayName;Cataclysm;Катаклизм
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>You're all coming with me.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ouroboros_B_DisplayName;Ouroboros;Уроборос
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ouroboros_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>One is all.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ghostflame_B_DisplayName;Ghostflame;Призрачное Пламя
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ghostflame_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal vengeance.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_A_DisplayName;Patience;Терпение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>He who strikes last, strikes hardest.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wendigo_D_DisplayName;Wendigo;Вендиго
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wendigo_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal hunger.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zodiac_C_DisplayName;Zodiac;Зодиак
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zodiac_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Memory of an awesome destiny.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_A_DisplayName;The Cannibal;Людоед
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>It is important always to try new things.";
Rt\AMER_ArtifactUniques.lsx;AMER_LOOT_UNI_Shard_B_Description;Combine two to generate a more powerful fragment.;
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zenith_D_DisplayName;Zenith;Зенит
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zenith_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>My time has come.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_C_DisplayName;Cataclysm;Катаклизм
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>You're all coming with me.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Mirage_A_DisplayName;Mirage;Мираж
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Mirage_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Sands consume you.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheJaguar_C_DisplayName;The Jaguar;Ягуар
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheJaguar_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>An elegant killer: swift, merciless, and beautiful.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheSavage_E_DisplayName;The Savage;Дикарь
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheSavage_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>...Higher intelligence, wide sympathies, a singleness of purpose.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Discipline_E_DisplayName;Discipline;Дисциплина
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Discipline_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>You can always go back to being weak-willed and undisciplined.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Lodestone_D_DisplayName;Lodestone;Магнетит
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Lodestone_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>It always points north. And south. And east. And west.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AmaranthineBulwark_D_DisplayName;Amaranthine Bulwark;Вечный Оплот
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AmaranthineBulwark_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Let the darkness come. I am ready.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Lodestone_A_DisplayName;Lodestone;Магнетит
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Lodestone_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>It always points north. And south. And east. And west.";
Rt\AMER_ArtifactUniques.lsx;AMER_LOOT_UNI_Shard_D_Description;Combine two to generate a more powerful fragment.;
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AngelsEgg_C_DisplayName;Angel's Egg;Яйцо Ангела
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AngelsEgg_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Keep precious things inside you or you will lose them.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheAnswerer_A_DisplayName;The Answerer;Довод
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheAnswerer_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>An artful negotiator.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_D_DisplayName;Cataclysm;Катаклизм
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>You're all coming with me.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Seraph_B_DisplayName;Seraph;Серафим
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Seraph_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal love.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ghostflame_C_DisplayName;Ghostflame;Призрачное Пламя
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ghostflame_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal vengeance.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_B_DisplayName;Abyss;Бездна
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Older than darkness, crueler than time.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_EyeOfTheStorm_E_DisplayName;Eye of the Storm;Глаз Бури
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_EyeOfTheStorm_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Capacity of one.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Marauder_D_DisplayName;Marauder;Мародёр
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Marauder_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Get in. Get out. Grab everything that you can carry; kill anyone in the way.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_E_DisplayName;Prismatic Barrier;Радужный Барьер
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Saffel's prize.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wraith_D_DisplayName;Wraith;Тень
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Wraith_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Just as you escape, I have arrived.";
Rt\AMER_ArtifactUniques.lsx;AMER_LOOT_UNI_Shard_A_Description;Combine two to generate a usable fragment.;
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_D_DisplayName;Abyss;Бездна
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Older than darkness, crueler than time.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_D_DisplayName;Prophecy;Пророчество
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Only through time is time conquered.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ambition_A_DisplayName;Ambition;Тщеславие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ambition_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Stop thinking as though the world belongs to someone else.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfCommand_B_DisplayName;Rod of Command;Жезл Приказов
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfCommand_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Spare the rod, spoil the child.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Apostacy_D_DisplayName;Apostacy;Измена
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Apostacy_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>The Zenocide begins.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Discipline_A_DisplayName;Discipline;Дисциплина
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Discipline_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>You can always go back to being weak-willed and undisciplined.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheVault_C_DisplayName;The Vault;Сокровищница
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheVault_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>...They respect a man's privacy here, particularly if he has a fortune.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Famine_C_DisplayName;Famine;Голод
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Famine_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Third am I.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zenith_A_DisplayName;Zenith;Зенит
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zenith_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>My time has come.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Dread_E_DisplayName;Dread;Трепет
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Dread_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>I will show you fear in a handful of dust.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Momentum_B_DisplayName;Momentum;Инерция
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Momentum_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>A body in motion stays in motion, until it gets shot with this.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_E_DisplayName;Arcturus;Арктур
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Eternal refuge.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pestilence_C_DisplayName;Pestilence;Мор
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pestilence_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Biblical.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheVault_A_DisplayName;The Vault;Сокровищница
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheVault_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>...They respect a man's privacy here, particularly if he has a fortune.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_E_DisplayName;Expedition;Приключение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>I'm looking for someone to share in an adventure.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_B_DisplayName;Patience;Терпение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>He who strikes last, strikes hardest.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Leviathan_D_DisplayName;Leviathan;Левиафан
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Leviathan_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Immortal and indifferent as the sea.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_E_DisplayName;Cataclysm;Катаклизм
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Cataclysm_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>You're all coming with me.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheAnswerer_B_DisplayName;The Answerer;Довод
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheAnswerer_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>An artful negotiator.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_BountyHunter_A_DisplayName;Bounty Hunter;Охотник-за-головами
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_BountyHunter_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>...For 500 bucks a month I'll kill whoever you want. But keep one thing in mind: I'd happily kill you for free.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Vertigo_B_DisplayName;Vertigo;Головокружение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Vertigo_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I'll put it on your tab.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_E_DisplayName;Prophecy;Пророчество
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Only through time is time conquered.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Leviathan_C_DisplayName;Leviathan;Левиафан
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Leviathan_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Immortal and indifferent as the sea.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_InfernalContract_C_DisplayName;Infernal Contract;Адский Контракт
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_InfernalContract_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>My soul is forfeit.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_E_DisplayName;Fecundity;Плодородие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>...Let the Earth bring forth....";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Eclipse_C_DisplayName;Eclipse;Затмение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Eclipse_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Avert your eyes.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_B_DisplayName;Prophecy;Пророчество
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Only through time is time conquered.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_BountyHunter_E_DisplayName;Bounty Hunter;Охотник-за-головами
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_BountyHunter_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>...For 500 bucks a month I'll kill whoever you want. But keep one thing in mind: I'd happily kill you for free.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_D_DisplayName;Fecundity;Плодородие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>...Let the Earth bring forth....";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_E_DisplayName;Abyss;Бездна
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Older than darkness, crueler than time.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Convergence_A_DisplayName;Convergence;Конвергенция
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Convergence_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Focus.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Seraph_C_DisplayName;Seraph;Серафим
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Seraph_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal love.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheJaguar_D_DisplayName;The Jaguar;Ягуар
